"id","probs","preds","labels"
1,0.000411415210692212,0,0
2,0.0695936605334282,0,0
3,0.0136976316571236,0,0
4,0.999346435070038,1,1
5,0.00142000801861286,0,0
6,0.125892743468285,0,0
7,0.0767146646976471,0,0
8,0.0177746787667274,0,0
9,0.0914008095860481,0,0
10,1e-04,0,0
11,0.000939953839406371,0,0
12,0.00796037912368774,0,0
13,0.993978500366211,1,1
14,1e-04,0,0
15,0.00222507677972317,0,0
16,1e-04,0,0
17,0.156541332602501,0,0
18,0.687765181064606,1,1
19,0.00187953084241599,0,0
20,0.00247499300166965,0,0
21,0.229332864284515,0,0
22,0.00562168844044209,0,0
23,0.0798090919852257,0,0
24,1e-04,0,0
25,0.17056579887867,0,0
26,0.0952874571084976,0,0
27,0.0320728234946728,0,0
28,0.0247168336063623,0,0
29,0.00164600345306098,0,0
30,0.000354387506376952,0,0
31,0.00508840661495924,0,0
32,0.000150593128637411,0,0
33,0.00393845699727535,0,0
34,0.00245181005448103,0,0
35,0.949384748935699,1,1
36,0.0638820603489876,0,0
37,0.000118338684842456,0,0
38,0.247339904308319,0,0
39,0.997973263263702,1,1
40,0.000468661921331659,0,0
41,0.0163955856114626,0,0
42,0.775149643421173,1,0
43,1e-04,0,0
44,0.00155244197230786,0,0
45,0.360197216272354,0,1
46,0.00448062736541033,0,0
47,0.000148250517668203,0,0
48,0.9999,1,1
49,0.00046072356053628,0,0
50,0.0888750702142715,0,0
51,0.9999,1,1
52,0.00297578400932252,0,0
53,0.0186179839074612,0,0
54,0.0251440089195967,0,0
55,0.00511738890781999,0,0
56,0.0506101474165916,0,0
57,0.00227783224545419,0,0
58,1e-04,0,0
59,0.000144047342473641,0,0
60,0.0123054059222341,0,0
61,0.0995131507515907,0,0
62,1e-04,0,0
63,1e-04,0,0
64,0.132553592324257,0,1
65,0.0580399855971336,0,0
66,0.999369561672211,1,1
67,0.00884005799889565,0,0
68,0.00390654662624002,0,0
69,0.999595820903778,1,1
70,0.9999,1,1
71,0.0747647657990456,0,0
72,0.0420935526490211,0,0
73,1e-04,0,0
74,0.000641649647150189,0,0
75,0.0529543347656727,0,0
76,0.192175805568695,0,0
77,0.345270037651062,0,0
78,0.00634263502433896,0,0
79,0.000201904273126274,0,0
80,0.999618649482727,1,1
81,1e-04,0,0
82,0.000612897973041981,0,0
83,0.00871291570365429,0,0
84,0.998109221458435,1,1
85,0.000354060117388144,0,0
86,0.99739670753479,1,1
87,1e-04,0,0
88,0.00772716850042343,0,0
89,1e-04,0,0
90,0.997357308864594,1,1
91,0.0267124138772488,0,0
92,0.174094468355179,0,0
93,0.29730299115181,0,1
94,1e-04,0,0
95,0.0103218676522374,0,0
96,0.0029672693926841,0,0
97,0.000353695591911674,0,0
98,0.989829003810883,1,1
99,0.0129828583449125,0,0
100,0.000162719166837633,0,0
101,0.99983549118042,1,1
102,0.0746647194027901,0,0
103,0.00598808750510216,0,0
104,0.0532914362847805,0,0
105,0.065501295030117,0,0
106,0.0313358902931213,0,0
107,0.351625055074692,0,1
108,0.0453685224056244,0,0
109,0.000797222426626831,0,0
110,0.077473372220993,0,0
111,0.0667156651616096,0,0
112,0.0224379766732454,0,0
113,0.0617950186133385,0,0
114,1e-04,0,0
115,1e-04,0,0
116,1e-04,0,0
117,0.00562970992177725,0,0
118,0.00349483056925237,0,0
119,1e-04,0,0
120,0.00913265999406576,0,0
121,1e-04,0,0
122,0.000195333937881514,0,0
123,0.010709447786212,0,0
124,0.724674582481384,1,1
125,0.029287913814187,0,0
126,1e-04,0,0
127,1e-04,0,0
128,0.0469189770519733,0,0
129,0.00474428990855813,0,0
130,0.0532124526798725,0,0
131,0.000545190880075097,0,0
132,0.0866203159093857,0,0
133,0.00507028587162495,0,0
134,0.086210660636425,0,0
135,0.198637828230858,0,1
136,1e-04,0,0
137,0.04845255240798,0,0
138,0.0630839914083481,0,0
139,0.0998018309473991,0,0
140,0.127046510577202,0,0
141,0.00111324980389327,0,0
142,0.0532108917832375,0,0
143,0.99982738494873,1,1
144,0.0022733414079994,0,0
145,0.0706223174929619,0,0
146,1e-04,0,0
147,0.00102521094959229,0,0
148,0.535246253013611,1,0
149,0.00104276870843023,0,0
150,0.00518851215019822,0,0
151,0.0200044643133879,0,0
152,1e-04,0,0
153,0.00998283457010984,0,0
154,0.000350327347405255,0,0
155,0.897893607616425,1,1
156,0.000137557028210722,0,0
157,0.227451652288437,0,0
158,0.00924657937139273,0,0
159,0.000270698976237327,0,0
160,0.118931964039803,0,0
161,0.00198221881873906,0,0
162,0.00145040766801685,0,0
163,0.557076454162598,1,0
164,0.0857534185051918,0,0
165,0.00462194997817278,0,0
166,0.999545514583588,1,1
167,0.876192927360535,1,1
168,0.0252318810671568,0,0
169,0.00275944569148123,0,0
170,0.00824292562901974,0,0
171,1e-04,0,0
172,0.00378663395531476,0,0
173,1e-04,0,0
174,1e-04,0,0
175,0.000964514503721148,0,0
176,0.00604470539838076,0,0
177,0.177588701248169,0,0
178,0.131149142980576,0,0
179,1e-04,0,0
180,0.0165977850556374,0,0
181,0.0635677650570869,0,0
182,1e-04,0,0
183,0.996760904788971,1,1
184,0.998429358005524,1,1
185,0.0720534175634384,0,0
186,0.00910730566829443,0,0
187,1e-04,0,0
188,0.0591407492756844,0,0
189,0.00337303103879094,0,0
190,0.99963915348053,1,1
191,0.0271307434886694,0,0
192,0.07994494587183,0,0
193,1e-04,0,0
194,0.000494436535518616,0,0
195,0.173224747180939,0,0
