"id","probs","preds","labels"
1,1e-04,0,0
2,1e-04,0,0
3,1e-04,0,0
4,1e-04,0,0
5,0.000949932727962732,0,0
6,1e-04,0,0
7,1e-04,0,0
8,0.00235890969634056,0,0
9,0.990606307983398,1,1
10,1e-04,0,0
11,0.392075002193451,0,1
12,1e-04,0,0
13,0.392137110233307,0,0
14,0.0575691349804401,0,0
15,1e-04,0,0
16,1e-04,0,0
17,0.000442526099504903,0,0
18,1e-04,0,0
19,1e-04,0,0
20,1e-04,0,0
21,0.000712063221726567,0,0
22,1e-04,0,0
23,1e-04,0,0
24,1e-04,0,0
25,1e-04,0,0
26,0.0143228862434626,0,0
27,1e-04,0,0
28,0.000883632455952466,0,0
29,0.848706364631653,1,1
30,0.000129013395053335,0,0
31,0.985409736633301,1,1
32,0.341241896152496,0,1
33,0.000997450202703476,0,0
34,0.000463458301965147,0,0
35,1e-04,0,0
36,0.173554345965385,0,0
37,1e-04,0,0
38,0.112604819238186,0,0
39,1e-04,0,0
40,0.151918515563011,0,0
41,0.000149632673128508,0,0
42,0.000806464697234333,0,0
43,0.00210690521635115,0,0
44,0.00212961318902671,0,0
45,1e-04,0,0
46,0.0048968056216836,0,0
47,1e-04,0,0
48,0.00935977138578892,0,0
49,1e-04,0,0
50,0.000353593117324635,0,0
51,0.0121577838435769,0,0
52,1e-04,0,0
53,0.00103998556733131,0,0
54,1e-04,0,0
55,0.643972933292389,1,1
56,1e-04,0,0
57,0.353119343519211,0,0
58,1e-04,0,0
59,1e-04,0,0
60,0.013582156971097,0,0
61,1e-04,0,0
62,1e-04,0,0
63,1e-04,0,0
64,0.00498134549707174,0,0
65,1e-04,0,0
66,0.000402133940951899,0,0
67,1e-04,0,0
68,0.178270101547241,0,0
69,1e-04,0,0
70,0.00120498763862997,0,0
71,1e-04,0,0
72,0.0903449729084969,0,0
73,1e-04,0,0
74,0.030402559787035,0,0
75,1e-04,0,0
76,1e-04,0,0
77,1e-04,0,0
78,0.00460196007043123,0,1
79,0.00186618079897016,0,0
80,1e-04,0,0
81,0.0165937766432762,0,0
82,1e-04,0,0
83,1e-04,0,0
84,0.765666604042053,1,1
85,1e-04,0,0
86,0.000168069222127087,0,0
87,1e-04,0,0
88,0.0247230548411608,0,0
89,1e-04,0,0
90,1e-04,0,0
91,1e-04,0,0
92,1e-04,0,0
93,0.966622352600098,1,1
94,1e-04,0,0
95,1e-04,0,0
96,1e-04,0,0
97,1e-04,0,0
98,0.00177920260466635,0,0
99,1e-04,0,0
100,1e-04,0,0
101,1e-04,0,0
102,1e-04,0,0
103,1e-04,0,0
104,1e-04,0,0
105,0.00275970296934247,0,0
106,0.0471296086907387,0,0
107,1e-04,0,0
108,0.238514274358749,0,0
109,1e-04,0,0
110,0.104015566408634,0,0
111,1e-04,0,0
112,0.000142723889439367,0,0
113,0.00444861687719822,0,0
114,0.0298724547028542,0,1
115,1e-04,0,0
116,0.00492175901308656,0,0
117,0.994964480400085,1,1
118,0.00530554726719856,0,0
119,0.000119733325846028,0,0
120,1e-04,0,0
121,1e-04,0,0
122,1e-04,0,0
123,1e-04,0,0
124,1e-04,0,0
125,0.013922207057476,0,0
126,0.900513768196106,1,1
127,1e-04,0,0
128,0.0170054640620947,0,0
129,1e-04,0,0
130,0.0010015812003985,0,0
131,0.00416776770725846,0,0
132,1e-04,0,0
133,1e-04,0,0
134,0.124448396265507,0,0
135,0.000114281698188279,0,0
136,1e-04,0,0
137,0.000510260346345603,0,0
138,0.00157142209354788,0,0
139,0.000495466054417193,0,0
140,1e-04,0,0
141,1e-04,0,0
142,0.000498703680932522,0,0
143,0.996551036834717,1,1
144,1e-04,0,0
145,1e-04,0,0
146,0.00114192452747375,0,0
147,1e-04,0,0
148,1e-04,0,0
149,0.000198216526769102,0,0
150,1e-04,0,0
151,1e-04,0,0
152,0.000101734935014974,0,0
153,1e-04,0,0
154,1e-04,0,0
