"id","probs","preds","labels"
1,1e-04,"0",0
2,1e-04,"0",0
3,1e-04,"0",0
4,1e-04,"0",0
5,0.000320950826347088,"0",0
6,1e-04,"0",0
7,0.00432332858884643,"0",0
8,1e-04,"0",0
9,0.0014420828025733,"0",0
10,0.000620930383633644,"0",0
11,0.00059065893941701,"0",0
12,0.000196894600797748,"0",0
13,1e-04,"0",0
14,1e-04,"0",0
15,0.000645522601448567,"0",0
16,1e-04,"0",0
17,0.00117391110251142,"0",0
18,0.000707540780082838,"0",0
19,1e-04,"0",0
20,0.031653885589778,"0",0
21,1e-04,"0",0
22,0.000510892403579488,"0",0
23,0.00740636611966916,"0",0
24,1e-04,"0",0
25,1e-04,"0",0
26,1e-04,"0",0
27,1e-04,"0",0
28,0.000950753467618193,"0",0
29,0.000149628054135986,"0",0
30,1e-04,"0",0
31,1e-04,"0",0
32,1e-04,"0",0
33,0.9999,"1",1
34,0.00134430442549749,"0",0
35,1e-04,"0",0
36,0.000343532991208595,"0",0
37,0.000438837002490144,"0",0
38,0.000795753900074248,"0",0
39,0.9999,"1",1
40,0.0009864324601635,"0",0
41,1e-04,"0",0
42,0.00707546409842386,"0",0
43,1e-04,"0",0
44,0.0035948023909369,"0",0
45,0.000635287860529354,"0",0
46,0.999404923340446,"1",1
47,0.00128817813993087,"0",0
48,1e-04,"0",0
49,1e-04,"0",0
50,1e-04,"0",0
51,0.00779090869648014,"0",0
52,0.0152198250681875,"0",0
53,1e-04,"0",0
54,0.9999,"1",1
55,1e-04,"0",0
56,1e-04,"0",0
57,1e-04,"0",0
58,1e-04,"0",0
59,1e-04,"0",0
60,1e-04,"0",0
61,1e-04,"0",0
62,1e-04,"0",0
63,0.000331827959481834,"0",0
64,1e-04,"0",0
65,1e-04,"0",0
66,0.000194434353425144,"0",0
67,1e-04,"0",0
68,1e-04,"0",0
69,1e-04,"0",0
70,1e-04,"0",0
71,1e-04,"0",0
72,0.00151725321964957,"0",0
73,0.000377895088033986,"0",0
74,0.00688358271030709,"0",0
75,1e-04,"0",0
76,0.00188051015902824,"0",0
77,0.004836554739587,"0",0
78,1e-04,"0",0
79,0.00120442500118489,"0",0
80,0.00069931229749387,"0",0
81,0.00029132816467714,"0",0
82,0.00127007261316536,"0",0
83,0.000184602041096382,"0",0
84,0.000673321453082298,"0",0
85,1e-04,"0",0
86,1e-04,"0",0
87,1e-04,"0",0
88,0.00320705903452534,"0",0
89,1e-04,"0",0
90,0.00620223416712173,"0",0
91,1e-04,"0",0
92,0.000341228533371374,"0",0
93,0.00456817296702261,"0",0
94,1e-04,"0",0
95,1e-04,"0",0
96,1e-04,"0",0
97,1e-04,"0",0
98,0.00457930923924033,"0",0
99,0.000104794509959927,"0",0
100,0.0105796235122938,"0",0
101,1e-04,"0",0
102,0.00057836296041569,"0",0
103,1e-04,"0",0
104,1e-04,"0",0
105,0.0204182208176186,"0",0
106,0.000238086146913896,"0",0
107,1e-04,"0",0
108,0.000159376082117468,"0",0
109,0.00376049849488536,"0",0
110,0.0138033549010295,"0",0
111,0.000754788032424125,"0",0
112,0.025266270315687,"0",0
113,0.000155316197385069,"0",0
114,1e-04,"0",0
115,1e-04,"0",0
116,1e-04,"0",0
117,1e-04,"0",0
118,0.000343103507401632,"0",0
119,0.00958839105742815,"0",0
120,1e-04,"0",0
121,0.00012348471865975,"0",0
122,0.00286754554313029,"0",0
123,0.00297763553512831,"0",0
124,1e-04,"0",0
125,0.000705492651925654,"0",0
126,1e-04,"0",0
127,0.000174205464968602,"0",0
128,0.00188318160019696,"0",0
129,0.000147093239788343,"0",0
130,0.00524137353638165,"0",0
131,1e-04,"0",0
132,0.0044175137014788,"0",0
133,0.00674716567029332,"0",0
134,0.0012971411190188,"0",0
135,1e-04,"0",0
136,0.00212265668247469,"0",0
137,0.000393688144180948,"0",0
138,0.00979549858317108,"0",0
139,1e-04,"0",0
