"id","probs","preds","labels"
1,0.00509866908540635,"0",0
2,0.0216607568755067,"0",0
3,0.938970893472515,"1",1
4,0.000159750113563062,"0",0
5,0.00696165836312734,"0",0
6,0.917249176283271,"1",1
7,1e-04,"0",0
8,0.970254994559348,"1",1
9,0.000256569890125791,"0",0
10,1e-04,"0",0
11,0.240350046008408,"0",1
12,0.00564884619274997,"0",0
13,1e-04,"0",0
14,0.00229025968503926,"0",0
15,0.000312735063466851,"0",0
16,0.0137955944494516,"0",0
17,0.000645962952000478,"0",0
18,0.0301072917785555,"0",0
19,0.000402601993935381,"0",0
20,1e-04,"0",0
21,1e-04,"0",0
22,0.000122074489838031,"0",0
23,0.00137147019290162,"0",0
24,0.548339438044975,"1",1
25,1e-04,"0",0
26,0.833927448281646,"1",1
27,0.06555692230815,"0",0
28,0.000438488823050198,"0",0
29,0.527625908035893,"1",0
30,0.170845834651199,"0",0
31,0.0974362288719458,"0",0
32,0.0167558353733397,"0",0
33,0.000231183576424487,"0",0
34,1e-04,"0",0
35,0.000729831004982251,"0",0
36,0.991002855804217,"1",1
37,0.00377951179537162,"0",0
38,0.0461083095588384,"0",0
39,0.00415333785399929,"0",0
40,0.150138698190751,"0",0
41,1e-04,"0",0
42,0.0515880012805053,"0",0
43,0.00374447693440727,"0",0
44,0.000472335912032884,"0",0
45,1e-04,"0",0
46,0.0009671940120346,"0",0
47,0.00287857978540396,"0",0
48,0.000876192242057039,"0",0
49,0.000751202449351673,"0",0
50,0.00913028244384173,"0",0
51,0.88166264452897,"1",1
52,0.0331463547902202,"0",0
53,0.00337811539095967,"0",0
54,1e-04,"0",0
55,0.00983566045121465,"0",0
56,0.00494139770665969,"0",0
57,0.220967850377302,"0",1
58,1e-04,"0",0
59,1e-04,"0",0
60,1e-04,"0",0
61,0.0820694400051358,"0",0
62,0.0003793860903607,"0",0
63,0.00360763583231938,"0",0
64,1e-04,"0",0
65,0.0404451580474796,"0",0
66,0.0108643612113341,"0",0
67,0.000385305821571702,"0",0
68,0.0004042645813781,"0",0
69,0.0494702577395094,"0",0
70,0.0134766442993354,"0",0
71,0.00246562917221083,"0",0
72,0.00748193762747562,"0",0
73,0.0122271415733712,"0",0
74,0.000863283355999278,"0",0
75,0.00171164888965181,"0",0
76,0.0048589263236265,"0",1
77,0.0117622535192158,"0",0
78,1e-04,"0",0
79,1e-04,"0",0
80,0.000952623784669315,"0",0
81,1e-04,"0",0
82,0.00194977820425535,"0",0
83,0.0553401125927171,"0",0
84,0.000423098505945019,"0",0
85,0.988437979963412,"1",1
86,0.0300585630037508,"0",0
87,0.950574561045111,"1",1
88,0.000289395038195139,"0",0
89,0.00234950187007599,"0",0
90,0.000990995745374534,"0",0
91,1e-04,"0",0
92,0.987598555422156,"1",1
93,1e-04,"0",0
94,0.998398033778212,"1",1
95,0.0422880260303908,"0",0
96,0.00100806374433948,"0",0
97,1e-04,"0",0
98,0.000538198734001405,"0",0
99,0.000453337598476433,"0",0
100,0.0201240780505224,"0",0
101,1e-04,"0",0
102,0.000288939165003721,"0",0
103,0.0147842459765742,"0",0
104,1e-04,"0",0
105,0.0216901691911372,"0",0
106,0.000890529615399149,"0",0
107,0.0321094537474329,"0",0
108,0.142368458655909,"0",0
109,0.00557253470700014,"0",0
110,0.00911064332961231,"0",0
111,0.000519750887542303,"0",0
112,0.0623381152456622,"0",0
113,0.00182455250149283,"0",0
114,0.0270215351228598,"0",1
115,1e-04,"0",0
116,1e-04,"0",0
117,0.000407480481767197,"0",0
118,1e-04,"0",0
119,0.0240687642819459,"0",0
120,0.990163927356317,"1",1
121,0.000690003629020941,"0",0
122,0.050779897998132,"0",0
123,0.00019024021216385,"0",0
124,0.00476756972249626,"0",0
125,0.999112458118457,"1",1
126,0.208650099108666,"0",0
127,0.00513418373981578,"0",0
128,0.00356870030895629,"0",0
129,1e-04,"0",0
130,1e-04,"0",0
131,1e-04,"0",0
132,0.0435200092036181,"0",0
133,0.00141981199273289,"0",0
134,0.00347024966149079,"0",0
135,0.00037179014987343,"0",0
136,0.00162485555642788,"0",0
137,0.00757772214438424,"0",0
138,1e-04,"0",0
139,1e-04,"0",0
140,1e-04,"0",0
141,0.0209372358493906,"0",0
142,0.000466077895880823,"0",0
143,1e-04,"0",0
144,0.000273013834559577,"0",0
145,0.00254972091012107,"0",0
146,0.000353857228361565,"0",0
147,1e-04,"0",0
148,0.509963670512691,"1",1
149,1e-04,"0",0
150,1e-04,"0",0
151,0.0377169435349165,"0",0
152,1e-04,"0",0
153,0.00391459720267429,"0",0
154,1e-04,"0",0
155,0.000373850525534181,"0",0
156,0.0124360974772662,"0",0
157,0.103988285972467,"0",1
158,0.0279281483190988,"0",0
159,0.00383473088087338,"0",0
160,0.00237747794997167,"0",0
161,0.00250463920454058,"0",0
162,0.00242621071639426,"0",0
163,0.0015224762294912,"0",0
164,0.0143726393612154,"0",0
165,0.00350373252266745,"0",0
166,0.0145193368615918,"0",1
167,0.0140426471784397,"0",0
168,0.00128987694241856,"0",0
169,0.00050274224812219,"0",0
170,0.00993307747974681,"0",0
171,1e-04,"0",0
172,0.000473812220212144,"0",0
173,0.0235906726916256,"0",0
174,0.991050973032777,"1",1
175,0.00312427457870457,"0",0
176,0.00144601447538673,"0",0
177,0.0164662580264925,"0",0
178,0.000242797672346362,"0",0
179,0.000718400550839604,"0",0
180,0.000367426128945247,"0",0
181,0.00456837194514303,"0",0
182,0.00249617626270227,"0",0
183,0.00112184839325513,"0",0
184,1e-04,"0",0
185,0.00662451384363139,"0",0
186,0.00259834966097972,"0",0
187,0.057809275183098,"0",0
188,0.00138062750840662,"0",0
