"id","probs","preds","labels"
1,1e-04,0,0
2,1e-04,0,0
3,1e-04,0,0
4,1e-04,0,0
5,0.000968871871009469,0,0
6,1e-04,0,0
7,1e-04,0,0
8,1e-04,0,0
9,1e-04,0,0
10,0.000152387583511882,0,0
11,1e-04,0,0
12,0.000778831250499934,0,0
13,1e-04,0,0
14,0.000702024204656482,0,0
15,1e-04,0,0
16,1e-04,0,0
17,1e-04,0,0
18,1e-04,0,0
19,1e-04,0,0
20,0.0408137477934361,0,0
21,1e-04,0,0
22,1e-04,0,0
23,1e-04,0,0
24,1e-04,0,0
25,1e-04,0,0
26,0.000892940151970834,0,0
27,0.000201037706574425,0,0
28,1e-04,0,0
29,0.0568842776119709,0,0
30,0.00078468321589753,0,0
31,1e-04,0,0
32,1e-04,0,0
33,1e-04,0,0
34,1e-04,0,0
35,1e-04,0,0
36,1e-04,0,0
37,1e-04,0,0
38,1e-04,0,0
39,1e-04,0,0
40,1e-04,0,0
41,1e-04,0,0
42,1e-04,0,0
43,1e-04,0,0
44,1e-04,0,0
45,1e-04,0,0
46,1e-04,0,0
47,1e-04,0,0
48,1e-04,0,0
49,1e-04,0,0
50,1e-04,0,0
51,1e-04,0,0
52,1e-04,0,0
53,1e-04,0,0
54,1e-04,0,0
55,0.0013701212592423,0,0
56,1e-04,0,0
57,1e-04,0,0
58,1e-04,0,0
59,1e-04,0,0
60,1e-04,0,0
61,1e-04,0,0
62,1e-04,0,0
63,0.9999,1,1
64,1e-04,0,0
65,1e-04,0,0
66,1e-04,0,0
67,1e-04,0,0
68,0.0221118573099375,0,0
69,1e-04,0,0
70,1e-04,0,0
71,1e-04,0,0
72,1e-04,0,0
73,1e-04,0,0
74,1e-04,0,0
75,1e-04,0,0
76,1e-04,0,0
77,1e-04,0,0
78,1e-04,0,0
79,1e-04,0,0
80,1e-04,0,0
81,1e-04,0,0
82,1e-04,0,0
83,1e-04,0,0
84,1e-04,0,0
85,1e-04,0,0
86,1e-04,0,0
87,1e-04,0,0
88,1e-04,0,0
89,1e-04,0,0
90,1e-04,0,0
91,1e-04,0,0
92,1e-04,0,0
93,0.000654237810522318,0,0
94,1e-04,0,0
95,1e-04,0,0
96,1e-04,0,0
97,1e-04,0,0
98,1e-04,0,0
99,1e-04,0,0
100,1e-04,0,0
101,1e-04,0,0
102,1e-04,0,0
103,0.0182864367961884,0,0
104,1e-04,0,0
105,1e-04,0,0
106,0.00196544802747667,0,0
107,0.00221594260074198,0,0
108,1e-04,0,0
109,1e-04,0,0
110,1e-04,0,0
111,1e-04,0,0
112,0.00252058357000351,0,0
113,1e-04,0,0
114,1e-04,0,0
115,1e-04,0,0
116,1e-04,0,0
117,1e-04,0,0
118,1e-04,0,0
119,0.00559812923893332,0,0
120,0.999841690063477,1,1
121,1e-04,0,0
122,1e-04,0,0
123,1e-04,0,0
124,1e-04,0,0
125,1e-04,0,0
126,0.000240566034335643,0,0
127,1e-04,0,0
128,1e-04,0,0
129,1e-04,0,0
130,1e-04,0,0
131,1e-04,0,0
132,1e-04,0,0
133,1e-04,0,0
134,1e-04,0,0
135,1e-04,0,0
136,1e-04,0,0
137,1e-04,0,0
138,1e-04,0,0
139,1e-04,0,0
140,1e-04,0,0
141,1e-04,0,0
142,0.000154779016156681,0,0
143,1e-04,0,0
144,1e-04,0,0
145,1e-04,0,0
146,1e-04,0,0
147,1e-04,0,0
148,1e-04,0,0
149,1e-04,0,0
150,1e-04,0,0
151,1e-04,0,0
152,1e-04,0,0
153,1e-04,0,0
154,1e-04,0,0
155,1e-04,0,0
156,1e-04,0,0
157,1e-04,0,0
158,0.000111398272565566,0,0
159,1e-04,0,0
160,1e-04,0,0
161,1e-04,0,0
162,0.0188284106552601,0,0
163,1e-04,0,0
164,1e-04,0,0
165,0.9999,1,1
166,1e-04,0,0
167,1e-04,0,0
168,1e-04,0,0
169,1e-04,0,0
