"id","probs","preds","labels"
1,0.99890842766346,"1",1
2,0.0668547650946998,"0",0
3,0.00301812086558206,"0",0
4,0.0143113384049314,"0",0
5,0.076778248805498,"0",0
6,0.163790615038616,"0",0
7,0.999617795840663,"1",1
8,0.0121631581426445,"0",0
9,0.0335040623669107,"0",0
10,0.0833116974209087,"0",0
11,0.999133338194225,"1",1
12,0.0297664377429134,"0",0
13,0.000302090514304854,"0",0
14,0.303216540569507,"0",0
15,0.00411310620757466,"0",0
16,0.00902450639104679,"0",0
17,0.882624981441554,"1",0
18,0.000214280088235652,"0",0
19,0.0050495014696561,"0",0
20,0.351860977194288,"0",0
21,0.0133176378598414,"0",0
22,0.00915641514052412,"0",0
23,0.00252943176595977,"0",0
24,0.982527137641111,"1",1
25,0.033231760106552,"0",0
26,0.0769404829309933,"0",0
27,0.125070033324164,"0",0
28,0.00685885969014521,"0",0
29,0.0326472632842506,"0",0
30,0.0286584387090049,"0",0
31,0.00156130560153056,"0",0
32,0.000564597424751012,"0",0
33,0.997993831103333,"1",1
34,0.0792695536771766,"0",0
35,0.0024032834741865,"0",0
36,0.0193649558209835,"0",0
37,0.997473777987069,"1",1
38,0.00451690108601244,"0",0
39,0.0647920833650796,"0",0
40,0.00444752734058129,"0",0
41,0.930242859335458,"1",1
42,0.0388949534213373,"0",0
43,0.557395597250041,"1",0
44,0.999643466498201,"1",1
45,0.00326346426470037,"0",0
46,0.0115080551812581,"0",0
47,0.00052958120889024,"0",0
48,0.977025652305832,"1",1
49,1e-04,"0",0
50,0.000283057553740029,"0",0
51,0.256683074232827,"0",0
52,0.952626407770343,"1",1
53,0.0301288485231749,"0",0
54,0.0015699993635655,"0",0
55,0.00713498023301473,"0",0
56,0.00181103635399738,"0",0
57,0.00961251404122798,"0",0
58,0.000280101343284378,"0",0
59,0.000333054035986491,"0",0
60,0.181522213405885,"0",1
61,0.00778434932771099,"0",0
62,0.999041180666409,"1",1
63,0.999882808474448,"1",1
64,0.000585955330209775,"0",0
65,0.0143088669401695,"0",0
66,0.0341264609940949,"0",0
67,0.0900694147445565,"0",1
68,0.996223163288866,"1",1
69,0.00182481752909147,"0",0
70,0.0110939864302111,"0",0
71,0.0174808070733026,"0",0
72,0.0255629098010184,"0",0
73,0.00223045254518672,"0",0
74,0.00214956001715438,"0",0
75,0.110906156963489,"0",0
76,1e-04,"0",0
77,0.00035265850182975,"0",0
78,0.000802509964765719,"0",0
79,0.0202601597139208,"0",0
80,0.00134500223474843,"0",0
81,0.0749182332812911,"0",0
82,0.996218088197792,"1",1
83,0.100199533965617,"0",0
84,0.537489746024186,"1",1
85,0.9999,"1",1
86,0.0146880404197819,"0",0
87,0.032644469166991,"0",1
88,0.00952611076983201,"0",0
89,0.000673068820293721,"0",0
90,0.0171668005491271,"0",0
91,0.752348050780759,"1",1
92,0.021025943725107,"0",0
93,0.000866272350732666,"0",0
94,0.000879925117848512,"0",0
95,0.00120972685511445,"0",0
96,0.0308602711110706,"0",0
97,0.00264339743560416,"0",0
98,0.203738551213298,"0",0
99,0.00153704397965859,"0",0
100,1e-04,"0",0
101,0.00132991797470727,"0",0
102,0.0125500705765855,"0",0
103,0.0450210107903821,"0",0
104,0.00125017901755908,"0",0
105,0.00112011341912399,"0",0
106,0.0204489993786103,"0",0
107,0.012416777708009,"0",0
108,0.0049767643200116,"0",0
109,0.988405409346802,"1",1
110,0.00642123583376186,"0",0
111,0.99412770691092,"1",1
112,0.000529309370868369,"0",0
113,0.0480082626298219,"0",0
114,0.00141890191358973,"0",0
115,0.99860042225163,"1",1
116,0.00303273866685516,"0",0
117,0.0302227618049099,"0",0
118,0.00113475259837525,"0",1
119,0.00870708474419446,"0",0
120,0.0257017440310691,"0",0
121,0.0816420636074381,"0",0
122,0.9999,"1",1
123,1e-04,"0",0
124,0.00217031244104693,"0",0
125,0.108102172261359,"0",0
126,0.000682245444536989,"0",0
127,0.000843685222428503,"0",0
128,1e-04,"0",0
129,0.00621204272542086,"0",0
130,0.0215188335905286,"0",0
131,0.0134228690809877,"0",0
132,0.000553184840142773,"0",0
133,0.00294694212559654,"0",0
134,0.999771785615737,"1",1
135,0.407079266794619,"0",0
136,0.00104237612608804,"0",0
137,0.0412912762756058,"0",0
138,0.0750198638996549,"0",0
139,0.902626150806295,"1",1
140,0.000314293132131716,"0",0
141,0.935620926905729,"1",1
142,0.000949961668109678,"0",0
143,0.0073306172215718,"0",0
144,0.0150196919616861,"0",0
145,0.00014062073817056,"0",0
146,0.000163841259966269,"0",0
147,1e-04,"0",0
148,0.0520849115681372,"0",0
149,0.999075877203902,"1",1
150,0.822517653797995,"1",1
151,0.00492338017119209,"0",0
152,0.0328241072945349,"0",0
153,0.000597355528864529,"0",0
154,0.356427544715336,"0",0
155,0.0191567405645641,"0",0
156,0.857553339469462,"1",1
157,0.786128537672073,"1",1
158,0.00255949150675094,"0",0
159,0.0453526926383443,"0",0
160,0.000931472584724258,"0",0
161,0.00150145582950523,"0",0
162,0.0141491497529443,"0",0
163,0.0535076257647582,"0",0
164,0.0286991069714264,"0",0
165,0.00238505951809254,"0",0
166,0.0230199107315726,"0",0
167,1e-04,"0",0
